6,296532,0.12
7,417217,0.21
8,760425,0.46
9,487461,0.29
10,645105,0.38
11,562566,0.38
12,815721,0.38
13,478975,0.21
14,746781,0.33
15,827741,0.38
1,739698,0.50
2,609926,0.33
3,371050,0.29
4,507455,0.38
5,246538,0.17
6,451831,0.17
7,571682,0.33
8,483372,0.33
9,124270,0.12
10,767715,0.50
11,735317,0.50
12,199641,0.08
13,481394,0.38
14,374673,0.29
15,765541,0.38
1,397378,0.17
2,683021,0.42
3,158436,0.17
4,485103,0.25
5,635630,0.42
6,401848,0.21
7,460175,0.33
8,569488,0.29
9,351740,0.17
10,332177,0.21
11,216215,0.12
12,232818,0.08
13,557030,0.33
14,735073,0.46
15,1035457,0.50
1,247209,0.29
2,517724,0.29
3,459941,0.33
4,334544,0.33
5,466077,0.38
6,508172,0.33
7,199823,0.12
8,140429,0.08
9,425526,0.38
10,498930,0.38
11,812062,0.50
12,493449,0.33
13,56327,0.08
14,426743,0.33
15,343897,0.33
1,142619,0.12
2,837299,0.38
3,159627,0.08
4,539440,0.33
5,251240,0.21
6,267632,0.25
7,808347,0.38
8,148716,0.08
9,1006546,0.46
10,1144658,0.50
11,860494,0.50
12,577329,0.25
13,279659,0.21
14,1071910,0.50
15,954170,0.50
1,787887,0.46
2,966144,0.38
3,78710,0.08
4,674402,0.25
5,826279,0.38
6,441434,0.25
7,946263,0.38
8,214481,0.08
9,1044410,0.46
10,531727,0.25
11,553495,0.25
12,392771,0.21
13,1088236,0.50
14,1105987,0.50
15,998902,0.46
1,846589,0.50
2,544555,0.42
3,703117,0.38
4,90703,0.12
5,214205,0.17
6,593357,0.33
7,472532,0.25
8,744014,0.42
9,397665,0.21
10,509428,0.25
11,1075386,0.50
12,128870,0.12
13,549540,0.38
14,291045,0.17
15,92372,0.08
1,246397,0.17
2,153899,0.08
3,151822,0.08
4,717072,0.38
5,251057,0.12
6,272159,0.21
7,247382,0.21
8,768714,0.42
9,856681,0.50
10,439797,0.29
11,205935,0.12
12,345791,0.21
13,598933,0.38
14,361138,0.21
15,632257,0.46
1,544940,0.38
2,671463,0.38
3,566229,0.50
4,57302,0.08
5,674551,0.46
6,806683,0.50
7,233536,0.17
8,289585,0.17
9,525950,0.33
10,137585,0.12
11,144913,0.08
12,170003,0.08
13,241909,0.17
14,44580,0.08
15,356573,0.25
1,615263,0.50
2,317978,0.25
3,579871,0.50
4,578306,0.33
5,782510,0.33
6,266661,0.12
7,658948,0.42
8,690011,0.38
9,599095,0.29
10,678178,0.50
11,610039,0.50
12,417898,0.29
13,630846,0.38
14,277811,0.21
15,138035,0.08
1,498670,0.33
2,466036,0.33
3,305292,0.33
4,369948,0.33
5,655170,0.38
6,821254,0.50
7,554783,0.50
8,77945,0.08
9,475790,0.38
10,698318,0.50
11,546990,0.25
12,403672,0.25
13,644867,0.46
14,260124,0.25
15,129756,0.08
1,752587,0.42
2,296475,0.25
3,629936,0.21
4,349426,0.21
5,643448,0.42
6,367394,0.17
7,809850,0.38
8,349712,0.25
9,573797,0.38
10,858462,0.46
11,373282,0.17
12,170098,0.08
13,653875,0.46
14,714702,0.38
15,57401,0.08
1,459090,0.29
2,682587,0.42
3,655150,0.38
4,136470,0.12
5,531381,0.21
6,801385,0.50
7,501450,0.17
8,914364,0.46
9,726825,0.42
10,289310,0.21
11,1018209,0.50
12,974085,0.50
13,925873,0.50
14,154804,0.08
15,532388,0.29
1,285776,0.21
2,645086,0.29
3,486484,0.42
4,884479,0.42
5,280857,0.21
6,343968,0.17
7,186114,0.17
8,807280,0.38
9,861226,0.42
10,637850,0.46
11,597498,0.42
12,583311,0.33
13,507276,0.33
14,610645,0.38
15,731101,0.42
1,387228,0.29
2,621953,0.33
3,332344,0.21
4,794960,0.46
5,358453,0.29
6,822359,0.50
7,735964,0.38
8,691527,0.46
9,338354,0.21
10,454202,0.21
11,331348,0.17
12,754084,0.42
13,726220,0.46
14,346140,0.17
15,199702,0.12
1,807785,0.42
2,741247,0.50
3,652746,0.46
4,265675,0.17
5,242013,0.25
6,768795,0.38
7,518500,0.29
8,881459,0.50
9,804096,0.50
10,356519,0.17
11,181462,0.21
12,291818,0.21
13,873613,0.50
14,764672,0.46
15,705375,0.38
1,445090,0.21
2,544572,0.21
3,932528,0.46
4,1037837,0.50
5,367186,0.29
6,850472,0.33
7,356173,0.12
8,227681,0.12
9,247588,0.08
10,666216,0.29
11,849363,0.42
12,272372,0.12
13,729215,0.38
14,361344,0.17
15,819605,0.46
1,388433,0.21
2,780006,0.42
3,114942,0.12
4,169813,0.12
5,335323,0.17
6,224920,0.12
7,723176,0.50
8,503996,0.29
9,460160,0.21
10,227022,0.08
11,217057,0.08
12,510864,0.38
13,417524,0.21
14,885334,0.42
15,943572,0.46
1,227766,0.17
2,432521,0.33
3,283423,0.21
4,440866,0.21
5,149504,0.08
6,226574,0.12
7,433444,0.25
8,755653,0.38
9,192425,0.08
10,420943,0.29
11,57394,0.08
12,114460,0.08
13,279397,0.17
14,371713,0.25
15,914548,0.50
1,599166,0.25
2,209587,0.08
3,209552,0.12
4,265677,0.17
5,564128,0.29
6,492091,0.33
7,692982,0.42
8,373977,0.25
9,651561,0.33
10,1015774,0.46
11,603068,0.42
12,803212,0.38
13,520948,0.29
14,345742,0.21
15,977259,0.50
1,1084753,0.46
2,1019515,0.46
3,183482,0.08
4,813279,0.50
5,1203442,0.50
6,568927,0.29
7,552778,0.29
8,878794,0.38
9,250759,0.12
10,968765,0.50
11,217293,0.08
12,946872,0.46
13,599063,0.38
14,338415,0.12
15,687378,0.38
1,211357,0.21
2,311806,0.29
3,105344,0.08
4,565379,0.42
5,401441,0.33
6,666683,0.33
7,324303,0.21
8,663879,0.50
9,314124,0.21
10,545133,0.50
11,450347,0.29
12,443723,0.25
13,519634,0.29
14,110904,0.12
15,717801,0.50
1,291413,0.29
2,657456,0.50
3,456513,0.33
4,860270,0.50
5,675251,0.33
6,183773,0.12
7,523791,0.25
8,237335,0.17
9,212605,0.08
10,470051,0.25
11,133714,0.12
12,90093,0.12
13,235384,0.25
14,624453,0.33
15,121357,0.17
1,145628,0.08
2,695160,0.29
3,585275,0.38
4,832283,0.46
5,274462,0.12
6,605375,0.33
7,488865,0.33
8,973284,0.46
9,381933,0.21
10,311336,0.21
11,632391,0.50
12,271564,0.12
13,383028,0.21
14,482204,0.21
15,341897,0.21
